source_database	source_version	evidence_role	namespace	raw_identifier	mapping_query_id	isoform_specific	occurrence_count	all_uniprot_targets	reviewed_human_targets	resolved_accession	resolution_status	resolution_reason
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	B7SGZ7	B7SGZ7	false	2	B7SGZ7			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	B7Z018	B7Z018	false	1	B7Z018			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	B9EKI3	B9EKI3	false	1	B9EKI3			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	C4ZQ83	C4ZQ83	false	1	C4ZQ83			deferred	target_record_missing_from_pinned_snapshot
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	C6EGH1	C6EGH1	false	1	C6EGH1			deferred	target_record_missing_from_pinned_snapshot
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	C7GKY3	C7GKY3	false	1	C7GKY3			deferred	target_record_missing_from_pinned_snapshot
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	C7GP96	C7GP96	false	2	C7GP96			deferred	target_record_missing_from_pinned_snapshot
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	C7GX20	C7GX20	false	1	C7GX20			deferred	target_record_missing_from_pinned_snapshot
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	C9WF17	C9WF17	false	1	C9WF17			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	D3ZUY8	D3ZUY8	false	1	D3ZUY8			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	D3ZWB1	D3ZWB1	false	1	D3ZWB1			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	E5LBX1	E5LBX1	false	1	E5LBX1			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	F1NVD2	F1NVD2	false	2	F1NVD2			deferred	target_record_missing_from_pinned_snapshot
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	F6IB71	F6IB71	false	2	F6IB71			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	G0TQZ9	G0TQZ9	false	1	G0TQZ9			deferred	target_record_missing_from_pinned_snapshot
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	G3V608	G3V608	false	1	G3V608			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	G5DGD4	G5DGD4	false	1	G5DGD4			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	G8JZS0	G8JZS0	false	1	G8JZS0			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	H2L8A6	H2L8A6	false	1	H2L8A6			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	H2LD76	H2LD76	false	1	H2LD76			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	H2LUV9	H2LUV9	false	1	H2LUV9			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	I0LJR4	I0LJR4	false	1	I0LJR4			deferred	target_record_missing_from_pinned_snapshot
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	I0LL25	I0LL25	false	1	I0LL25			deferred	target_record_missing_from_pinned_snapshot
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	K4CRX6	K4CRX6	false	1	K4CRX6			deferred	target_record_missing_from_pinned_snapshot
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	O04291	O04291	false	2	O04291			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	O04663	O04663	false	1	O04663			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	O08584	O08584	false	1	O08584			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	O08599	O08599	false	5	O08599			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	O08674	O08674	false	5	O08674			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	O08715	O08715	false	1	O08715			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	O08734	O08734	false	1	O08734			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	O08747	O08747	false	1	O08747			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	O08785	O08785	false	1	O08785			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	O08849	O08849	false	1	O08849			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	O08915	O08915	false	1	O08915			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	O08983	O08983	false	1	O08983			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	O12161	O12161	false	3	O12161			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	O15151-4	O15151	true	1	O15151	O15151		quarantine	isoform_specific_source_not_folded_to_canonical
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	O24017	O24017	false	3	O24017			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	O24456	O24456	false	1	O24456			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	O26901	O26901	false	1	O26901			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	O27798	O27798	false	1	O27798			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	O30916	O30916	false	1	O30916			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	O34580	O34580	false	1	O34580			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	O35182	O35182	false	2	O35182			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	O35253	O35253	false	1	O35253			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	O35430	O35430	false	1	O35430			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	O35516	O35516	false	1	O35516			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	O35551	O35551	false	1	O35551			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	O35625	O35625	false	1	O35625			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	O35657	O35657	false	1	O35657			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	O35717	O35717	false	1	O35717			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	O35718	O35718	false	3	O35718			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	O35984	O35984	false	1	O35984			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	O35988	O35988	false	1	O35988			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	O45379	O45379	false	2	O45379			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	O54880	O54880	false	1	O54880			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	O54968	O54968	false	1	O54968			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	O55003	O55003	false	1	O55003			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	O55055	O55055	false	1	O55055			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	O55131	O55131	false	1	O55131			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	O70355	O70355	false	10	O70355			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	O70373	O70373	false	1	O70373			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	O70433	O70433	false	1	O70433			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	O70622	O70622	false	2	O70622			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	O80809	O80809	false	3	O80809			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	O82533	O82533	false	1	O82533			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	O88346	O88346	false	2	O88346			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	O88498-1	O88498	true	1				quarantine	isoform_specific_source_not_folded_to_canonical
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	O88498-3	O88498	true	1				quarantine	isoform_specific_source_not_folded_to_canonical
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	O88498-4	O88498	true	1				quarantine	isoform_specific_source_not_folded_to_canonical
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	O88565	O88565	false	1	M0RC99			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	O88618	O88618	false	1	O88618			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	O88689	O88689	false	1	O88689			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	O88777	O88777	false	1	O88777			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	O88895	O88895	false	1	O88895			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	O88974	O88974	false	1	O88974			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	O89090	O89090	false	1	O89090			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	O89100	O89100	false	1	O89100			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	P00756	P00756	false	1	P00756			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	P00757	P00757	false	1	P00757			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	P00772	P00772	false	1	P00772			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	P01108	P01108	false	1	P01108			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	P01132	P01132	false	1	P01132			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	P01139	P01139	false	2	P01139			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	P01140	P01140	false	2	P01140			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	P01186	P01186	false	1	P01186			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	P01237	P01237	false	1	P01237			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	P01346	P01346	false	1	P01346			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	P01582	P01582	false	2	P01582			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	P01586	P01586	false	1	P01586			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	P01587	P01587	false	2	P01587			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	P02340	P02340	false	4	P02340			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	P02540	P02540	false	1	P02540			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	P02554	P02554	false	1	P02554			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	P02609	P02609	false	1	P02609			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	P02710	P02710	false	1	P02710			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	P02769	P02769	false	7	P02769			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	P02866	P02866	false	2	P02866			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	P02870	P02870	false	2	P02870			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	P02925	P02925	false	1	P02925			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	P03073	P03073	false	1	P03073			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	P03169	P03169	false	2	P03169			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	P03211	P03211	false	1	P03211			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	P03244	P03244	false	2	P03244			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	P03255	P03255	false	2	P03255			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	P03393	P03393	false	1	P03393			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	P03495	P03495	false	1	P03495			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	P03682	P03682	false	1	P03682			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	P03966	P03966	false	1	P03966			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	P03969	P03969	false	1	P03969			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	P03995	P03995	false	1	P03995			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	P04163	P04163	false	1	P04163			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	P04202	P04202	false	1	P04202			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	P04351	P04351	false	1	P04351			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	P04401	P04401	false	2	P04401			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	P04578	P04578	false	1	P04578			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	P04601	P04601	false	1	P04601			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	P04608	P04608	false	2	P04608			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	P04840	P04840	false	1	P04840			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	P05017	P05017	false	1	P05017			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	P05132	P05132	false	1	P05132			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	P05532	P05532	false	2	P05532			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	P05627	P05627	false	8	P05627			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	P05696	P05696	false	1	P05696			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	P05712	P05712	false	1	P05712			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	P05943	P05943	false	1	P05943			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	P06136	P06136	false	2	P06136			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	P06537	P06537	false	1	P06537			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	P06685	P06685	false	1	P06685			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	P06750	P06750	false	1	P06750			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	P06876	P06876	false	1	P06876			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	P07200	P07200	false	1	P07200			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	P07249	P07249	false	2	P07249			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	P07321	P07321	false	1	P07321			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	P07522	P07522	false	1	P07522			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	P07620	P07620	false	10	P07620			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	P07621	P07621	false	10	P07621			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	P08081	P08081	false	1	P08081			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	P08107	P08107	false	2	P0DMV8;P0DMV9	P0DMV8;P0DMV9		quarantine	multiple_reviewed_human_targets
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	P08553	P08553	false	1	P08553			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	P08603-2	P08603	true	3	P08603	P08603		quarantine	isoform_specific_source_not_folded_to_canonical
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	P08646	P08646	false	1	P08646			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	P08752	P08752	false	1	P08752			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	P08956	P08956	false	2	P08956			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	P08957	P08957	false	2	P08957			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	P09056	P09056	false	1	P09056			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	P09225	P09225	false	1	P09225			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	P09712	P09712	false	1	P09712			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	P09728	P09728	false	1	P09728			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	P09729	P09729	false	1	P09729			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	P09731	P09731	false	1	P09731			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	P09793	P09793	false	6	P09793			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	P09803	P09803	false	1	P09803			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	P09866	P09866	false	1	P09866			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	P09951	P09951	false	1	P09951			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	P0A6A8	P0A6A8	false	1	P0A6A8			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	P0A6F5	P0A6F5	false	1	P0A6F5			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	P0A6S5	P0A6S5	false	2	P0A6S5			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	P0A9A6	P0A9A6	false	2	P0A9A6			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	P0A9H1	P0A9H1	false	2	P0A9H1			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	P0A9X4	P0A9X4	false	2	P0A9X4			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	P0ABG4	P0ABG4	false	2	P0ABG4			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	P0ABH0	P0ABH0	false	2	P0ABH0			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	P0AC30	P0AC30	false	2	P0AC30			excluded	no_human_target_in_pinned_release
Negatome 2.0	manual_stringent_site_file_2021-09-15	negative_evidence	UniProtKB_AC-ID	P0AD68	P0AD68	false	2	P0AD68			excluded	no_human_target_in_pinned_release
