pair_id,uniprot_a,uniprot_b,label,evidence_class,complex_group_id,pair_status,exclusion_reason
HUMAN_P61978_Q9NYB9,P61978,Q9NYB9,1,direct_positive,,eligible,
HUMAN_P61978_Q9UNE2,P61978,Q9UNE2,1,direct_positive,,eligible,
HUMAN_P61978_Q9UQ90,P61978,Q9UQ90,1,direct_positive,,eligible,
HUMAN_P61978_Q9Y272,P61978,Q9Y272,1,direct_positive,,eligible,
HUMAN_P61978_Q9Y5E9,P61978,Q9Y5E9,1,direct_positive,,eligible,
HUMAN_P61981_Q5HYW2,P61981,Q5HYW2,1,direct_positive,,eligible,
HUMAN_P61981_Q5S007,P61981,Q5S007,1,direct_positive,,eligible,
HUMAN_P61981_Q5T1R4,P61981,Q5T1R4,1,direct_positive,,eligible,
HUMAN_P62068_Q8TBZ3,P62068,Q8TBZ3,1,direct_positive,,eligible,
HUMAN_P62070_Q3MIN7,P62070,Q3MIN7,1,direct_positive,,eligible,
HUMAN_P62070_Q8WUI4,P62070,Q8WUI4,1,direct_positive,,eligible,
HUMAN_P62072_Q8IYX1,P62072,Q8IYX1,1,direct_positive,,eligible,
HUMAN_P62072_Q8N720,P62072,Q8N720,1,direct_positive,,eligible,
HUMAN_P62136_Q12972,P62136,Q12972,1,direct_positive,,eligible,
HUMAN_P62136_Q13625,P62136,Q13625,1,direct_positive,,eligible,
HUMAN_P62136_Q4KMQ1,P62136,Q4KMQ1,1,direct_positive,,eligible,
HUMAN_P62136_Q86WC6,P62136,Q86WC6,1,direct_positive,,eligible,
HUMAN_P62136_Q86XI6,P62136,Q86XI6,1,direct_positive,,eligible,
HUMAN_P62136_Q96KQ4,P62136,Q96KQ4,1,direct_positive,,eligible,
HUMAN_P62136_Q96S65,P62136,Q96S65,1,direct_positive,,eligible,
HUMAN_P62136_Q96T49,P62136,Q96T49,1,direct_positive,,eligible,
HUMAN_P62136_Q9H175,P62136,Q9H175,1,direct_positive,,eligible,
HUMAN_P62136_Q9UQK1,P62136,Q9UQK1,1,direct_positive,,eligible,
HUMAN_P62140_Q13625,P62140,Q13625,1,direct_positive,,eligible,
HUMAN_P62140_Q15435,P62140,Q15435,1,direct_positive,,eligible,
HUMAN_P62140_Q63ZY3,P62140,Q63ZY3,1,direct_positive,,eligible,
HUMAN_P62140_Q6NXS1,P62140,Q6NXS1,1,direct_positive,,eligible,
HUMAN_P62140_Q86WC6,P62140,Q86WC6,1,direct_positive,,eligible,
HUMAN_P62140_Q8N912,P62140,Q8N912,1,direct_positive,,eligible,
HUMAN_P62140_Q96I34,P62140,Q96I34,1,direct_positive,,eligible,
HUMAN_P62140_Q96KR7,P62140,Q96KR7,1,direct_positive,,eligible,
HUMAN_P62140_Q96S65,P62140,Q96S65,1,direct_positive,,eligible,
HUMAN_P62140_Q9H0A9,P62140,Q9H0A9,1,direct_positive,,eligible,
HUMAN_P62140_Q9H175,P62140,Q9H175,1,direct_positive,,eligible,
HUMAN_P62140_Q9H788,P62140,Q9H788,1,direct_positive,,eligible,
HUMAN_P62140_Q9NX63,P62140,Q9NX63,1,direct_positive,,eligible,
HUMAN_P62140_Q9UQK1,P62140,Q9UQK1,1,direct_positive,,eligible,
HUMAN_P62166_P78358,P62166,P78358,1,direct_positive,,eligible,
HUMAN_P62166_Q03060,P62166,Q03060,1,direct_positive,,eligible,
HUMAN_P62166_Q15517,P62166,Q15517,1,direct_positive,,eligible,
HUMAN_P62166_Q7Z698,P62166,Q7Z698,1,direct_positive,,eligible,
HUMAN_P62166_Q86UW9,P62166,Q86UW9,1,direct_positive,,eligible,
HUMAN_P62166_Q8IWL1,P62166,Q8IWL1,1,direct_positive,,eligible,
HUMAN_P62166_Q8TDS5,P62166,Q8TDS5,1,direct_positive,,eligible,
HUMAN_P62166_Q96C03,P62166,Q96C03,1,direct_positive,,eligible,
HUMAN_P62166_Q96K80,P62166,Q96K80,1,direct_positive,,eligible,
HUMAN_P62166_Q96ST8,P62166,Q96ST8,1,direct_positive,,eligible,
HUMAN_P62166_Q9BXJ5,P62166,Q9BXJ5,1,direct_positive,,eligible,
HUMAN_P62166_Q9UKN5,P62166,Q9UKN5,1,direct_positive,,eligible,
HUMAN_P62166_Q9Y336,P62166,Q9Y336,1,direct_positive,,eligible,
HUMAN_P62191_Q13200,P62191,Q13200,1,direct_positive,,eligible,
HUMAN_P62191_Q16401,P62191,Q16401,1,direct_positive,,eligible,
HUMAN_P62191_Q8TBB1,P62191,Q8TBB1,1,direct_positive,,eligible,
HUMAN_P62195_P62333,P62195,P62333,1,direct_positive,,eligible,
HUMAN_P62195_P62508,P62195,P62508,1,direct_positive,,eligible,
HUMAN_P62195_Q13371,P62195,Q13371,1,direct_positive,,eligible,
HUMAN_P62195_Q13515,P62195,Q13515,1,direct_positive,,eligible,
HUMAN_P62195_Q15323,P62195,Q15323,1,direct_positive,,eligible,
HUMAN_P62195_Q7Z3Y8,P62195,Q7Z3Y8,1,direct_positive,,eligible,
HUMAN_P62195_Q8IYR0,P62195,Q8IYR0,1,direct_positive,,eligible,
HUMAN_P62195_Q92753,P62195,Q92753,1,direct_positive,,eligible,
HUMAN_P62195_Q96BD8,P62195,Q96BD8,1,direct_positive,,eligible,
HUMAN_P62195_Q96JN2,P62195,Q96JN2,1,direct_positive,,eligible,
HUMAN_P62195_Q9BYV9,P62195,Q9BYV9,1,direct_positive,,eligible,
HUMAN_P62195_Q9UBB9,P62195,Q9UBB9,1,direct_positive,,eligible,
HUMAN_P62241_Q15700,P62241,Q15700,1,direct_positive,,eligible,
HUMAN_P62241_Q92796,P62241,Q92796,1,direct_positive,,eligible,
HUMAN_P62258_Q01814,P62258,Q01814,0,curated_negative,,eligible,
HUMAN_P62258_Q5T1R4,P62258,Q5T1R4,1,direct_positive,,eligible,
HUMAN_P62258_Q7L804,P62258,Q7L804,1,direct_positive,,eligible,
HUMAN_P62258_Q86Z20,P62258,Q86Z20,1,direct_positive,,eligible,
HUMAN_P62258_Q92574,P62258,Q92574,0,curated_negative,,eligible,
HUMAN_P62263_Q13601,P62263,Q13601,1,direct_positive,,eligible,
HUMAN_P62266_Q8N543,P62266,Q8N543,1,direct_positive,,eligible,
HUMAN_P62304_P62306,P62304,P62306,1,direct_positive,,eligible,
HUMAN_P62304_P62308,P62304,P62308,1,direct_positive,,eligible,
HUMAN_P62304_Q9Y4Y9,P62304,Q9Y4Y9,1,direct_positive,,eligible,
HUMAN_P62306_P62310,P62306,P62310,1,direct_positive,,eligible,
HUMAN_P62306_P62316,P62306,P62316,1,direct_positive,,eligible,
HUMAN_P62306_Q13422,P62306,Q13422,1,direct_positive,,eligible,
HUMAN_P62306_Q9H1P3,P62306,Q9H1P3,1,direct_positive,,eligible,
HUMAN_P62306_Q9NSC5,P62306,Q9NSC5,1,direct_positive,,eligible,
HUMAN_P62306_Q9UK45,P62306,Q9UK45,1,direct_positive,,eligible,
HUMAN_P62306_Q9Y4Y9,P62306,Q9Y4Y9,1,direct_positive,,eligible,
HUMAN_P62308_Q13643,P62308,Q13643,1,direct_positive,,eligible,
HUMAN_P62308_Q96D03,P62308,Q96D03,1,direct_positive,,eligible,
HUMAN_P62310_P62310,P62310,P62310,0,curated_negative,,quarantine,self_pair_outside_primary_heterotypic_scope
HUMAN_P62310_P62312,P62310,P62312,1,direct_positive,,eligible,
HUMAN_P62310_P62318,P62310,P62318,1,direct_positive,,eligible,
HUMAN_P62310_Q0VD86,P62310,Q0VD86,1,direct_positive,,eligible,
HUMAN_P62310_Q14145,P62310,Q14145,1,direct_positive,,eligible,
HUMAN_P62310_Q3MHD2,P62310,Q3MHD2,1,direct_positive,,eligible,
HUMAN_P62310_Q96D03,P62310,Q96D03,1,direct_positive,,eligible,
HUMAN_P62310_Q96N21,P62310,Q96N21,1,direct_positive,,eligible,
HUMAN_P62310_Q96RE7,P62310,Q96RE7,1,direct_positive,,eligible,
HUMAN_P62310_Q9UK45,P62310,Q9UK45,1,direct_positive,,eligible,
HUMAN_P62310_Q9Y333,P62310,Q9Y333,1,direct_positive,,eligible,
HUMAN_P62310_Q9Y4Y9,P62310,Q9Y4Y9,1,direct_positive,,eligible,
HUMAN_P62312_P62312,P62312,P62312,0,curated_negative,,quarantine,self_pair_outside_primary_heterotypic_scope
HUMAN_P62312_Q86TB9,P62312,Q86TB9,1,direct_positive,,eligible,
HUMAN_P62312_Q9Y333,P62312,Q9Y333,1,direct_positive,,eligible,
HUMAN_P62312_Q9Y4Y9,P62312,Q9Y4Y9,1,direct_positive,,eligible,
HUMAN_P62314_Q16637,P62314,Q16637,1,direct_positive,,eligible,
HUMAN_P62316_Q5MJ10,P62316,Q5MJ10,1,direct_positive,,eligible,
HUMAN_P62316_Q9BW66,P62316,Q9BW66,1,direct_positive,,eligible,
HUMAN_P62318_Q96HA8,P62318,Q96HA8,1,direct_positive,,eligible,
HUMAN_P62324_P62993,P62324,P62993,1,direct_positive,,eligible,
HUMAN_P62324_Q13158,P62324,Q13158,1,direct_positive,,eligible,
HUMAN_P62328_Q13643,P62328,Q13643,1,direct_positive,,eligible,
HUMAN_P62328_Q15323,P62328,Q15323,1,direct_positive,,eligible,
HUMAN_P62328_Q8IUC2,P62328,Q8IUC2,1,direct_positive,,eligible,
HUMAN_P62328_Q8TAS1,P62328,Q8TAS1,1,direct_positive,,eligible,
HUMAN_P62328_Q9ULX6,P62328,Q9ULX6,1,direct_positive,,eligible,
HUMAN_P62328_Q9Y2V7,P62328,Q9Y2V7,1,direct_positive,,eligible,
HUMAN_P62333_P62333,P62333,P62333,1,direct_positive,,quarantine,self_pair_outside_primary_heterotypic_scope
HUMAN_P62333_P63279,P62333,P63279,1,direct_positive,,eligible,
HUMAN_P62333_Q13895,P62333,Q13895,1,direct_positive,,eligible,
HUMAN_P62333_Q16543,P62333,Q16543,1,direct_positive,,eligible,
HUMAN_P62333_Q8TAB5,P62333,Q8TAB5,1,direct_positive,,eligible,
HUMAN_P62333_Q969G3,P62333,Q969G3,1,direct_positive,,eligible,
HUMAN_P62380_Q92997,P62380,Q92997,1,direct_positive,,eligible,
HUMAN_P62380_Q9Y4Y9,P62380,Q9Y4Y9,1,direct_positive,,eligible,
HUMAN_P62487_Q00444,P62487,Q00444,1,direct_positive,,eligible,
HUMAN_P62487_Q5TBC7,P62487,Q5TBC7,1,direct_positive,,eligible,
HUMAN_P62487_Q68J44,P62487,Q68J44,1,direct_positive,,eligible,
HUMAN_P62487_Q6AZZ1,P62487,Q6AZZ1,1,direct_positive,,eligible,
HUMAN_P62487_Q86VK4,P62487,Q86VK4,1,direct_positive,,eligible,
HUMAN_P62487_Q8WW01,P62487,Q8WW01,1,direct_positive,,eligible,
HUMAN_P62487_Q8WYQ4,P62487,Q8WYQ4,1,direct_positive,,eligible,
HUMAN_P62487_Q92917,P62487,Q92917,1,direct_positive,,eligible,
HUMAN_P62487_Q96BW1,P62487,Q96BW1,1,direct_positive,,eligible,
HUMAN_P62487_Q96Q77,P62487,Q96Q77,1,direct_positive,,eligible,
HUMAN_P62487_Q9HBI0,P62487,Q9HBI0,1,direct_positive,,eligible,
HUMAN_P62487_Q9UHC6,P62487,Q9UHC6,1,direct_positive,,eligible,
HUMAN_P62487_Q9UJX0,P62487,Q9UJX0,1,direct_positive,,eligible,
HUMAN_P62487_Q9UL33,P62487,Q9UL33,1,direct_positive,,eligible,
HUMAN_P62491_Q7L804,P62491,Q7L804,1,direct_positive,,eligible,
HUMAN_P62491_Q8NEU8,P62491,Q8NEU8,0,curated_negative,,eligible,
HUMAN_P62491_Q9ULV0,P62491,Q9ULV0,1,direct_positive,,eligible,
HUMAN_P62495_Q14145,P62495,Q14145,1,direct_positive,,eligible,
HUMAN_P62508_P62508,P62508,P62508,1,direct_positive,,quarantine,self_pair_outside_primary_heterotypic_scope
HUMAN_P62508_Q04864,P62508,Q04864,1,direct_positive,,eligible,
HUMAN_P62508_Q05D60,P62508,Q05D60,1,direct_positive,,eligible,
HUMAN_P62508_Q13315,P62508,Q13315,1,direct_positive,,eligible,
HUMAN_P62508_Q13555,P62508,Q13555,1,direct_positive,,eligible,
HUMAN_P62508_Q14296,P62508,Q14296,1,direct_positive,,eligible,
HUMAN_P62508_Q15024,P62508,Q15024,1,direct_positive,,eligible,
HUMAN_P62508_Q15466,P62508,Q15466,1,direct_positive,,eligible,
HUMAN_P62508_Q5JST6,P62508,Q5JST6,1,direct_positive,,eligible,
HUMAN_P62508_Q5SQQ9,P62508,Q5SQQ9,1,direct_positive,,eligible,
HUMAN_P62508_Q6IN84,P62508,Q6IN84,1,direct_positive,,eligible,
HUMAN_P62508_Q6NUQ1,P62508,Q6NUQ1,1,direct_positive,,eligible,
HUMAN_P62508_Q7Z4V0,P62508,Q7Z4V0,1,direct_positive,,eligible,
HUMAN_P62508_Q86WA6,P62508,Q86WA6,1,direct_positive,,eligible,
HUMAN_P62508_Q8IZU1,P62508,Q8IZU1,1,direct_positive,,eligible,
HUMAN_P62508_Q8N0T1,P62508,Q8N0T1,1,direct_positive,,eligible,
HUMAN_P62508_Q8N5R6,P62508,Q8N5R6,1,direct_positive,,eligible,
HUMAN_P62508_Q8NFM4,P62508,Q8NFM4,1,direct_positive,,eligible,
HUMAN_P62508_Q8TAD8,P62508,Q8TAD8,1,direct_positive,,eligible,
HUMAN_P62508_Q96PN7,P62508,Q96PN7,1,direct_positive,,eligible,
HUMAN_P62508_Q96S82,P62508,Q96S82,1,direct_positive,,eligible,
HUMAN_P62508_Q9BZE7,P62508,Q9BZE7,1,direct_positive,,eligible,
HUMAN_P62508_Q9NPJ4,P62508,Q9NPJ4,1,direct_positive,,eligible,
HUMAN_P62508_Q9UBK2,P62508,Q9UBK2,1,direct_positive,,eligible,
HUMAN_P62699_Q8N720,P62699,Q8N720,1,direct_positive,,eligible,
HUMAN_P62699_Q92529,P62699,Q92529,1,direct_positive,,eligible,
HUMAN_P62699_Q96D03,P62699,Q96D03,1,direct_positive,,eligible,
HUMAN_P62699_Q99471,P62699,Q99471,1,direct_positive,,eligible,
HUMAN_P62699_Q9GZU7,P62699,Q9GZU7,1,direct_positive,,eligible,
HUMAN_P62699_Q9UPG8,P62699,Q9UPG8,1,direct_positive,,eligible,
HUMAN_P62760_Q03692,P62760,Q03692,1,direct_positive,,eligible,
HUMAN_P62760_Q15517,P62760,Q15517,1,direct_positive,,eligible,
HUMAN_P62760_Q7Z698,P62760,Q7Z698,1,direct_positive,,eligible,
HUMAN_P62760_Q7Z699,P62760,Q7Z699,1,direct_positive,,eligible,
HUMAN_P62760_Q86TD4,P62760,Q86TD4,1,direct_positive,,eligible,
HUMAN_P62760_Q86UW9,P62760,Q86UW9,1,direct_positive,,eligible,
HUMAN_P62760_Q96AQ9,P62760,Q96AQ9,1,direct_positive,,eligible,
HUMAN_P62760_Q99732,P62760,Q99732,1,direct_positive,,eligible,
HUMAN_P62760_Q9BXJ5,P62760,Q9BXJ5,1,direct_positive,,eligible,
HUMAN_P62760_Q9BXU2,P62760,Q9BXU2,1,direct_positive,,eligible,
HUMAN_P62805_Q12830,P62805,Q12830,1,direct_positive,,eligible,
HUMAN_P62805_Q12888,P62805,Q12888,1,direct_positive,,eligible,
HUMAN_P62805_Q16576,P62805,Q16576,1,direct_positive,,eligible,
HUMAN_P62805_Q92793,P62805,Q92793,1,direct_positive,,eligible,
HUMAN_P62805_Q9Y294,P62805,Q9Y294,1,direct_positive,,eligible,
HUMAN_P62807_Q96CW1,P62807,Q96CW1,1,direct_positive,,eligible,
HUMAN_P62826_Q13625,P62826,Q13625,1,direct_positive,,eligible,
HUMAN_P62826_Q7L099,P62826,Q7L099,0,curated_negative,,eligible,
HUMAN_P62826_Q8WUF5,P62826,Q8WUF5,1,direct_positive,,eligible,
HUMAN_P62826_Q92973,P62826,Q92973,1,direct_positive,PDB_1QBK,eligible,
HUMAN_P62826_Q9UIA9,P62826,Q9UIA9,1,direct_positive,,eligible,
HUMAN_P62829_Q9P287,P62829,Q9P287,1,direct_positive,,eligible,
HUMAN_P62834_P63104,P62834,P63104,1,direct_positive,,eligible,
HUMAN_P62837_Q06587,P62837,Q06587,1,direct_positive,,eligible,
HUMAN_P62837_Q13489,P62837,Q13489,1,direct_positive,,eligible,
HUMAN_P62837_Q15843,P62837,Q15843,1,direct_positive,,eligible,
HUMAN_P62837_Q86UW9,P62837,Q86UW9,1,direct_positive,,eligible,
HUMAN_P62837_Q86XT4,P62837,Q86XT4,1,direct_positive,,eligible,
HUMAN_P62837_Q8ND25,P62837,Q8ND25,1,direct_positive,,eligible,
HUMAN_P62837_Q96B67,P62837,Q96B67,1,direct_positive,,eligible,
HUMAN_P62837_Q96EP0,P62837,Q96EP0,1,direct_positive,,eligible,
HUMAN_P62837_Q96EP1,P62837,Q96EP1,1,direct_positive,,eligible,
HUMAN_P62837_Q96FW1,P62837,Q96FW1,1,direct_positive,,eligible,
HUMAN_P62837_Q96GF1,P62837,Q96GF1,1,direct_positive,,eligible,
HUMAN_P62837_Q96PM5,P62837,Q96PM5,1,direct_positive,,eligible,
HUMAN_P62837_Q99496,P62837,Q99496,1,direct_positive,,eligible,
HUMAN_P62837_Q99942,P62837,Q99942,1,direct_positive,,eligible,
HUMAN_P62837_Q9BV68,P62837,Q9BV68,1,direct_positive,,eligible,
HUMAN_P62837_Q9BWX1,P62837,Q9BWX1,1,direct_positive,,eligible,
HUMAN_P62837_Q9BYV2,P62837,Q9BYV2,1,direct_positive,,eligible,
HUMAN_P62837_Q9HAC8,P62837,Q9HAC8,1,direct_positive,,eligible,
HUMAN_P62837_Q9HCM9,P62837,Q9HCM9,1,direct_positive,,eligible,
HUMAN_P62837_Q9NWM3,P62837,Q9NWM3,1,direct_positive,,eligible,
HUMAN_P62837_Q9UJV3,P62837,Q9UJV3,1,direct_positive,,eligible,
HUMAN_P62837_Q9Y3C5,P62837,Q9Y3C5,1,direct_positive,,eligible,
HUMAN_P62837_Q9Y4K3,P62837,Q9Y4K3,1,direct_positive,,eligible,
HUMAN_P62837_Q9Y4L5,P62837,Q9Y4L5,1,direct_positive,,eligible,
HUMAN_P62851_Q6NT76,P62851,Q6NT76,1,direct_positive,,eligible,
HUMAN_P62851_Q6ZUT1,P62851,Q6ZUT1,1,direct_positive,,eligible,
HUMAN_P62851_Q96MF2,P62851,Q96MF2,1,direct_positive,,eligible,
HUMAN_P62851_Q9H2G4,P62851,Q9H2G4,1,direct_positive,,eligible,
HUMAN_P62854_Q969E8,P62854,Q969E8,1,direct_positive,,eligible,
HUMAN_P62857_Q07627,P62857,Q07627,1,direct_positive,,eligible,
HUMAN_P62873_Q08AM6,P62873,Q08AM6,1,direct_positive,,eligible,
HUMAN_P62873_Q6Y2X3,P62873,Q6Y2X3,0,curated_negative,,eligible,
HUMAN_P62873_Q9UI47,P62873,Q9UI47,1,direct_positive,,eligible,
HUMAN_P62875_Q04864,P62875,Q04864,1,direct_positive,,eligible,
HUMAN_P62875_Q15645,P62875,Q15645,1,direct_positive,,eligible,
HUMAN_P62875_Q96RE7,P62875,Q96RE7,1,direct_positive,,eligible,
HUMAN_P62875_Q9NTX9,P62875,Q9NTX9,1,direct_positive,,eligible,
HUMAN_P62877_Q13616,P62877,Q13616,1,direct_positive,,eligible,
HUMAN_P62877_Q13617,P62877,Q13617,1,direct_positive,,eligible,
HUMAN_P62877_Q92990,P62877,Q92990,1,direct_positive,,eligible,
HUMAN_P62877_Q93034,P62877,Q93034,1,direct_positive,,eligible,
HUMAN_P62877_Q9BYU1,P62877,Q9BYU1,1,direct_positive,,eligible,
HUMAN_P62879_P62879,P62879,P62879,0,curated_negative,,quarantine,self_pair_outside_primary_heterotypic_scope
HUMAN_P62879_Q14192,P62879,Q14192,0,curated_negative,,eligible,
HUMAN_P62879_Q16828,P62879,Q16828,0,curated_negative,,eligible,
HUMAN_P62879_Q68DY1,P62879,Q68DY1,0,curated_negative,,eligible,
HUMAN_P62879_Q6Y2X3,P62879,Q6Y2X3,0,curated_negative,,eligible,
HUMAN_P62879_Q70SY1,P62879,Q70SY1,0,curated_negative,,eligible,
HUMAN_P62879_Q8TAU0,P62879,Q8TAU0,0,curated_negative,,eligible,
HUMAN_P62879_Q8TBX8,P62879,Q8TBX8,0,curated_negative,,eligible,
HUMAN_P62879_Q92730,P62879,Q92730,0,curated_negative,,eligible,
HUMAN_P62879_Q92785,P62879,Q92785,0,curated_negative,,eligible,
HUMAN_P62879_Q93096,P62879,Q93096,0,curated_negative,,eligible,
HUMAN_P62906_Q9UGC6,P62906,Q9UGC6,1,direct_positive,,eligible,
HUMAN_P62913_Q92551,P62913,Q92551,1,direct_positive,,eligible,
HUMAN_P62913_Q92997,P62913,Q92997,1,direct_positive,,eligible,
HUMAN_P62913_Q9H4L5,P62913,Q9H4L5,1,direct_positive,,eligible,
HUMAN_P62942_Q9NYB9,P62942,Q9NYB9,1,direct_positive,,eligible,
HUMAN_P62945_Q9H190,P62945,Q9H190,1,direct_positive,,eligible,
HUMAN_P62952_Q5JXX7,P62952,Q5JXX7,1,direct_positive,,eligible,
HUMAN_P62952_Q68G75,P62952,Q68G75,1,direct_positive,,eligible,
HUMAN_P62952_Q6N075,P62952,Q6N075,1,direct_positive,,eligible,
HUMAN_P62952_Q8NHS1,P62952,Q8NHS1,1,direct_positive,,eligible,
HUMAN_P62952_Q8WWF3,P62952,Q8WWF3,1,direct_positive,,eligible,
HUMAN_P62952_Q8WWP7,P62952,Q8WWP7,1,direct_positive,,eligible,
HUMAN_P62952_Q96D05,P62952,Q96D05,1,direct_positive,,eligible,
HUMAN_P62952_Q96Q45,P62952,Q96Q45,1,direct_positive,,eligible,
HUMAN_P62952_Q9NUH8,P62952,Q9NUH8,1,direct_positive,,eligible,
HUMAN_P62955_Q9HBV2,P62955,Q9HBV2,1,direct_positive,,eligible,
HUMAN_P62979_Q15038,P62979,Q15038,1,direct_positive,,eligible,
HUMAN_P62979_Q6ICB0,P62979,Q6ICB0,1,direct_positive,,eligible,
HUMAN_P62979_Q8N3F0,P62979,Q8N3F0,1,direct_positive,,eligible,
HUMAN_P62979_Q92567,P62979,Q92567,1,direct_positive,,eligible,
HUMAN_P62979_Q96CS7,P62979,Q96CS7,1,direct_positive,,eligible,
HUMAN_P62979_Q99732,P62979,Q99732,1,direct_positive,,eligible,
HUMAN_P62979_Q9H201,P62979,Q9H201,1,direct_positive,,eligible,
HUMAN_P62979_Q9NRQ2,P62979,Q9NRQ2,1,direct_positive,,eligible,
HUMAN_P62979_Q9UHD9,P62979,Q9UHD9,1,direct_positive,,eligible,
HUMAN_P62979_Q9UMX0,P62979,Q9UMX0,1,direct_positive,,eligible,
HUMAN_P62987_Q15038,P62987,Q15038,1,direct_positive,,eligible,
HUMAN_P62987_Q6ICB0,P62987,Q6ICB0,1,direct_positive,,eligible,
HUMAN_P62987_Q86VP1,P62987,Q86VP1,1,direct_positive,,eligible,
HUMAN_P62987_Q8N3F0,P62987,Q8N3F0,1,direct_positive,,eligible,
HUMAN_P62987_Q92567,P62987,Q92567,1,direct_positive,,eligible,
HUMAN_P62987_Q96B67,P62987,Q96B67,1,direct_positive,,eligible,
HUMAN_P62987_Q96CS7,P62987,Q96CS7,1,direct_positive,,eligible,
HUMAN_P62987_Q99732,P62987,Q99732,1,direct_positive,,eligible,
HUMAN_P62987_Q9NRQ2,P62987,Q9NRQ2,1,direct_positive,,eligible,
HUMAN_P62987_Q9UHD9,P62987,Q9UHD9,1,direct_positive,,eligible,
HUMAN_P62987_Q9UJ41,P62987,Q9UJ41,1,direct_positive,,eligible,
HUMAN_P62987_Q9UMX0,P62987,Q9UMX0,1,direct_positive,,eligible,
HUMAN_P62993_Q03989,P62993,Q03989,1,direct_positive,,eligible,
HUMAN_P62993_Q05193,P62993,Q05193,1,direct_positive,,eligible,
HUMAN_P62993_Q06418,P62993,Q06418,1,direct_positive,,eligible,
HUMAN_P62993_Q07889,P62993,Q07889,1,direct_positive,,eligible,
HUMAN_P62993_Q13094,P62993,Q13094,1,direct_positive,,eligible,
HUMAN_P62993_Q13480,P62993,Q13480,1,direct_positive,,eligible,
HUMAN_P62993_Q15428,P62993,Q15428,1,direct_positive,,eligible,
HUMAN_P62993_Q5JST6,P62993,Q5JST6,1,direct_positive,,eligible,
HUMAN_P62993_Q6DHY5,P62993,Q6DHY5,1,direct_positive,,eligible,
HUMAN_P62993_Q6IQ23,P62993,Q6IQ23,1,direct_positive,,eligible,
HUMAN_P62993_Q6S9Z5,P62993,Q6S9Z5,1,direct_positive,,eligible,
HUMAN_P62993_Q6ZNG0,P62993,Q6ZNG0,1,direct_positive,,eligible,
HUMAN_P62993_Q6ZU52,P62993,Q6ZU52,1,direct_positive,,eligible,
HUMAN_P62993_Q86SG2,P62993,Q86SG2,1,direct_positive,,eligible,
HUMAN_P62993_Q86UU5,P62993,Q86UU5,1,direct_positive,,eligible,
HUMAN_P62993_Q8IUW3,P62993,Q8IUW3,1,direct_positive,,eligible,
HUMAN_P62993_Q8IZ63,P62993,Q8IZ63,1,direct_positive,,eligible,
HUMAN_P62993_Q8N4B1,P62993,Q8N4B1,1,direct_positive,,eligible,
HUMAN_P62993_Q8N684,P62993,Q8N684,1,direct_positive,,eligible,
HUMAN_P62993_Q8N9I9,P62993,Q8N9I9,1,direct_positive,,eligible,
HUMAN_P62993_Q8WV28,P62993,Q8WV28,1,direct_positive,,eligible,
HUMAN_P62993_Q92558,P62993,Q92558,1,direct_positive,,eligible,
HUMAN_P62993_Q92569,P62993,Q92569,1,direct_positive,,eligible,
HUMAN_P62993_Q96D03,P62993,Q96D03,1,direct_positive,,eligible,
HUMAN_P62993_Q96RU7,P62993,Q96RU7,1,direct_positive,,eligible,
HUMAN_P62993_Q9BUN5,P62993,Q9BUN5,1,direct_positive,,eligible,
HUMAN_P62993_Q9BYN7,P62993,Q9BYN7,1,direct_positive,,eligible,
HUMAN_P62993_Q9H0X6,P62993,Q9H0X6,1,direct_positive,,eligible,
HUMAN_P62993_Q9H706,P62993,Q9H706,1,direct_positive,,eligible,
HUMAN_P62993_Q9H788,P62993,Q9H788,1,direct_positive,,eligible,
HUMAN_P62993_Q9HB07,P62993,Q9HB07,1,direct_positive,,eligible,
HUMAN_P62993_Q9NRF2,P62993,Q9NRF2,1,direct_positive,,eligible,
HUMAN_P62993_Q9UJM3,P62993,Q9UJM3,1,direct_positive,,eligible,
HUMAN_P62993_Q9UKT9,P62993,Q9UKT9,1,direct_positive,,eligible,
HUMAN_P62993_Q9UKW4,P62993,Q9UKW4,1,direct_positive,,eligible,
HUMAN_P62993_Q9UQC2,P62993,Q9UQC2,1,direct_positive,,eligible,
HUMAN_P62993_Q9Y330,P62993,Q9Y330,1,direct_positive,,eligible,
HUMAN_P62995_P62995,P62995,P62995,1,direct_positive,,quarantine,self_pair_outside_primary_heterotypic_scope
HUMAN_P62995_P78362,P62995,P78362,1,direct_positive,,eligible,
HUMAN_P62995_Q01081,P62995,Q01081,1,direct_positive,,eligible,
HUMAN_P62995_Q07955,P62995,Q07955,1,direct_positive,,eligible,
HUMAN_P62995_Q08170,P62995,Q08170,1,direct_positive,,eligible,
HUMAN_P62995_Q13242,P62995,Q13242,1,direct_positive,,eligible,
HUMAN_P62995_Q15415,P62995,Q15415,1,direct_positive,,eligible,
HUMAN_P62995_Q7L775,P62995,Q7L775,1,direct_positive,,eligible,
HUMAN_P62995_Q86VE0,P62995,Q86VE0,1,direct_positive,,eligible,
HUMAN_P62995_Q96A72,P62995,Q96A72,1,direct_positive,,eligible,
HUMAN_P62995_Q96MU7,P62995,Q96MU7,1,direct_positive,,eligible,
HUMAN_P62995_Q9BRL6,P62995,Q9BRL6,1,direct_positive,,eligible,
HUMAN_P62995_Q9Y5E9,P62995,Q9Y5E9,1,direct_positive,,eligible,
